,reviewId,content,score,at,replyContent,appVersion,application
21846,5901bdd7-c5d0-498e-8954-4ae8877be770,"Sangat bermanfaat buat saya, trima kasih the asianparent",5,2021-12-07 07:32:00,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.5,Asian Parent
67235,e5312241-7f3f-4d3b-89ae-97df0bb05688,"Sana nman di nyo ipilit sariling app nyo idownload hndi lahat ng cellphone may space pa,hangal!imbis mkatulong!",1,2020-06-01 11:56:17,"Hi, salamat sa iyong feedback! Sinisiguro namin na maaasikaso namin ang iyong concern. Kung may suggestion ka kung paano namin maiimprove ang iyong experience, i-share mo ito sa amin sa app.feedback@theasianparent.com. Para suportahan ang aming team, please give us 5-star rating.",,Asian Parent
28126,5212861b-acd8-4e6a-88d2-05c14890cccd,😘😘😘❤,5,2021-07-31 01:31:50,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.19,Asian Parent
151,5b2bec73-93ac-4ab3-ac12-6ebf3dca5e2c,sangat membatu,5,2024-06-08 16:57:35,,4.1.5,Diary Bunda
90758,7299a4ce-75f7-4efd-a293-e8621be71c7c,Aplikasi ini sangat baguss dan canggih bgttttt,5,2024-03-15 07:56:15,Terima kasih sudah mempercayakan aplikasi kami. Kami senang mendengar jika aplikasi nya disukai oleh AyBun. Semoga fitur-fitur dan berbagai macam informasi yang tersedia di dalam aplikasi dapat bermanfaat untuk AyBun ya. Yuk jangan lupa ajak teman AyBun gunakan aplikasi Tentang Anak juga💕,2.17.0,Teman Bumil
2644,d2ef7958-9644-4967-9a92-ad19f8ea541e,Aplikasi sangat membantu dari saat hamil dan melahirkan dari cara hidup sehat pola makan dan pantauan baby hingga balita❤️,5,2024-05-01 06:42:50,"Hai, Dina! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊",3.0.6,Asian Parent
8663,c662bca8-fbcf-46ac-b66e-2fc9a9da9841,Sangat bagus aplikasinya..,5,2023-01-22 22:43:53,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.12.18,Asian Parent
10888,9e636093-b4b4-46d1-8a65-77b79b815cb2,Bagus banyak ilmu yang di petik dari aplikasi ini tentang si kecil.. Thanks for u all,5,2022-09-27 22:43:36,"Halo, Parent Alfathanisa official! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi seputar kehamilan, pregnancy, perkembangan janin, bayi dan parenting di aplikasi ini. Jangan lupa juga cek fitur resep kami untuk mengetahui resep makanan terbaik untuk ibu hamill, ibu menyusui dan anak bayi 😊",2.12.7,Asian Parent
69009,9b5aabc5-7642-461b-84ff-0b7635e46353,excellent,5,2019-11-29 15:49:51,"Hi, Christena! Thank you for your positive feedback. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.6,Asian Parent
51228,ff89d57a-675e-46ee-9ba7-c3e9bb437948,"Suka banget aplikasi nya bagus...banyak artikel seputar mama,baby,kids, kehamilan,rumah tangga dll..komplit deh....buat kalian pasti gak akan nyesel deh",5,2019-08-28 23:09:12,"Halo, Bunda Priska. Terima kasih atas review positifnya. Kami senang Bunda mendapatkan manfaat positif dan informasi akurat seputar parenting dari aplikasi ini. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Bunda untuk bergabung di komunitas kami. 😊",2.3.1,Asian Parent
92675,ee053cc1-84be-4efe-a9f2-081832ce19ef,"aplikasi yang sangat lengkap membantu para ibu* baru belajar resep masakan liat grafik tumbuh kembang anak, bisa tau jadwal vaksin, ada tanya dsa dan lain*...... bagus bnget pokok nyw",5,2023-06-09 06:59:39,"Halo Bunda Ayu Komalasari, terima kasih atas ulasan positifnya. Kami senang mendengar jika aplikasi Tentang Anak bisa membantu bunda. Semoga fitur tumbuh, vaksin, tanya ahli serta fitur lainnya dapat selalu membantu Bunda ya❤",2.3.0,Teman Bumil
83093,34aa1a65-c2d7-40e2-9aa9-ea21d1330272,"Teman Bumil adalah aplikasi yg membantu saya dari awal saya tau hamil, sampai sekarang anak saya umur 1 tahun. Forum yang digunakan oleh sesama pengguna membuat saya semakin banyak belajar dan berbagi pengalaman. Dan sekarang menjadi partner Teman Bumil yg membantu saya sebagai IRT untuk mendapat kesibukan baru dan alhamdulillah sering dapat hadiah untuk si kecil. Terimakasih Teman Bumil",5,2022-08-08 17:10:42,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih ya Mums:)",2.14.1,Teman Bumil
11372,da0c5378-5df0-436e-8b4c-08f342e839d6,"Aplikasinya sangat sangat bermanfaat untuk aku yang baru punya anak pertama. dari awal kehamilan banyak sekali info² yang sangat berguna, dan sampai sekarang pun sudah melahirkan banyak info² untuk saya yang belum tahu apa². Terimakasih Asiaparent.",5,2022-09-18 16:17:04,"Hai, Parent Dita Setiati! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.12.7,Asian Parent
41958,9240b51c-d6a4-4ad9-a8e6-ceaed2ddbe4e,Bagus,5,2020-08-19 09:41:07,"Hai, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.7,Asian Parent
29284,250f2ea2-db5f-4a1f-88a8-df3cb7824def,Mudah dan tepay,5,2021-06-22 15:25:47,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.7,Asian Parent
45845,5fd9d569-0bf8-4742-ab1f-0100d3cc7e7c,"Alhamdulillah sangat membantu dan bermanfaat dapat banyak info yang sebelumnya blm mengerti akhirnya mengerti berkat TAP. Min, sekalian mau tanya saya mau daftar VIP MEMBER bagaimana ya? Diaplikasi setiap saya klik VIP MEMBER malah close sendiri gt. Mohon pencerahannya terimakasih.",5,2020-03-03 20:45:08,"Hi, Bunda! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya!  Untuk alamat, Bunda bisa kok langsung mengganti alamat rumah di bagian profil Bunda. Terima Kasih.",2.4.2,Asian Parent
93787,eb952118-31ac-4774-9ccb-edcb702153d9,Bermanfaat mengetahui perkembangan anak,5,2022-04-27 12:32:06,"Halo Bunda, terima kasih atas review positifnya. Kami senang dapat membantu Bunda dalam mendampingi tumbuh kembang Anak melalui aplikasi ini. Silakan ajak teman-teman Bunda menggunakan aplikasi Tentang Anak juga ya, agar mendapatkan manfaat dari fitur-fitur parentingnya! 😊",1.0.11,Teman Bumil
64267,9221ddbb-13ae-40e3-b4e1-679b7f4b6d72,Useful information and lots of good topics,4,2021-03-02 19:45:33,"Dear Parent, thanks for your support - we truly appreciate it. Please encourage us further with a 5★ review! We would love to see your friends on the app, too, so don't forget to invite them to join theAsianparent app community! 😊",2.9.0,Asian Parent
54556,f4cdaef8-7c64-46c8-af6b-5394df92f453,Lumayan. bisa nambah pengetahuan.,5,2019-03-16 08:29:33,"Halo Bunda Yasinta, terima kasih banyak atas review positifnya. Kami senang Bunda mendapatkan manfaat positif dan informasi yang akurat seputar parenting dari aplikasi ini. Semoga kedepannya Bunda dapat menggunakan semua fitur-fitur yang tersedia di aplikasi theAsianparent dengan baik ya! 😊",2.2.6.4,Asian Parent
49479,f5ca398b-fafd-4405-b789-87ade55d54c4,good,5,2019-10-29 16:24:58,"Hi, Putry! Thank you for your positive feedback. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.2,Asian Parent
66221,381cafbc-43cc-40e2-86b3-d4eca9fa0e89,suka liat perkembanganny baby,5,2020-09-14 06:21:10,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.8,Asian Parent
55247,bc9e40b7-f890-46ec-ba1c-4dd4cc6d749c,"Bermanfaat bangeeet. Seneng ngumpulin poin soalnya hadiahnya banyak. 😆 Bumil, busui, sampe ngikutin perkembangan bayi. Apa-apa soal kehamilan dan menyusui ada jawabannya di sini. Keren banget sih. Aplikasi kehamilan bahasa indonesia jadi membantu banget buat para Asian Parent di Indonesia. sip lah!",5,2019-02-12 08:07:53,"Halo Bunda, terima kasih atas ulasannya. Kami senang Bunda menyukai aplikasi ini dan menikmati semua fitur yang tersedia di aplikasi. Bantu kami menjadi lebih baik dengan membagikan aplikasi ini kepada para orang tua lainnya ya!",2.2.6.0,Asian Parent
23894,c078c88b-5003-4b53-a161-6d6e9e40c1ce,"Dari awal hamil sampai sekarang anakku sudah umur 9 bulan masih selalu setia pakai aplikasi ini untuk memantau perkembangan bayiku dan mencari info-info mulai dari seputar kehamilan hingga menu mpasi, dan diaplikasi ini semuanya menurut saya sudah lengkap karena ad fitur tanya jawab untuk moms, tips, artikel, dan punya banyak playlist yg sangat membantu kita",5,2021-11-06 19:03:17,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi mengenai perkembangan dan pertumbuhan anak Anda. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur cari nama bayi, resep dll).dengan baik ya.😊",2.10.1,Asian Parent
50030,9f7ad2d2-db9a-4e46-8d6a-ae7ee9427238,Selalu ga kebagian hadiah reward ☹️ Lebih banyakin donk,4,2019-10-08 21:22:36,"Hai, Bunda Jihan. Terima kasih untuk umpan baliknya. Untuk hadiah menarik lainnya akan kami unggah lagi dalam waktu dekat. Jadi, mohon ditunggu saja, ya Bun. Terima kasih.",2.3.2,Asian Parent
72142,2360e994-cab7-45ea-b359-6453144a636b,"Saya sangat kecewa, karena aplikasi ini tidak dapat menyimpan data dengan baik, sudah semangat upload foto, data imunisasi, BB dan TB dari bulan ke bulan. Eh malah hilang karena diupdate.",1,2024-06-10 07:37:53,"Dear Mama Cahaya Bintang Hasibuan, kami mengerti atas ketidaknyamanan yang dirasakan. Jangan khawatir, data Mama tidak hilang, tetapi data tersebut masih tersimpan dan aman meski sudah tidak bisa diakses, namun saat ini kami sedang mengembangkan fitur yang memungkinkan untuk bisa melihat data di siklus sebelumnya. #mengertimama",,Hallobumil
73776,711cde64-1300-4253-9b00-2fc58f35b181,Gambarnya GeTer geterr,3,2021-05-25 07:04:31,"Hallo Mama Syafira Rizka, mengenai hal tersebut mohon dipastikan koneksi internet stabil dan sudah update versi terbaru yaitu 2.1.1. Jika masih terjadi kendala, mohon berkenan untuk informasikan nama lengkap, nomor telepon, email yang terdaftar, dan fase/usia minggu di aplikasi melalui email hallobumil@gmail.com. Salam hangat :) ^np

",2.0.19,Hallobumil
22541,206542a6-d050-49a8-886c-6c5ba74b2635,Kerennn,5,2021-11-23 11:48:55,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.5,Asian Parent
77372,cc08f79a-cf36-4433-98b3-838393804875,"Udah di update kok server erorr mulu yaa tiap mau isi kontrol kehamilan. 
Save kick counter juga sama",3,2018-07-03 22:26:40,"Dear Mama novii oktavia, mengenai kendala tersebut mohon dapat perbarui aplikasi terlebih dahulu dengan versi terbaru saat ini. Kemudian dipastikan koneksi/jaringan stabil. Apabila masih mengalami kendala, mohon dapat informasikan keterangan error dan juga tampilan kendalanya melalui email hallobumil@gmail.com. Salam hangat :) ^in",,Hallobumil
40117,9ee1b021-1546-443a-9f30-f4e1f89c56ee,"Bagus untuk nambah ilmu sebagai calon ibu dan ibu baru, wadah untuk saling share sekaligus dapat memantau kehamilan",5,2020-10-14 12:47:18,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi akurat dalam membantu perkembangan dan pertumbuhan si kecil. Semoga Anda dapat menggunakan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.11,Asian Parent
8085,f72d450b-ef96-496d-86dc-39b0b271e242,Cukup membantu,5,2023-02-15 00:15:34,"Hai, Parent Is Woto! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",,Asian Parent
71863,2d79b112-d51d-4b26-97eb-c627a7c0d078,"Super useful information for all parents and a supportive community where 
you can ask any and every parenting question under the sun!",5,2018-07-25 15:01:10,"It's our mission to make people connected each other by biggest parent community in the World, theAsianparent!",2.2,Asian Parent
73024,d14a1176-5351-4116-b108-a657ffbc9cd5,Seneng bgt dpt berbagai info dan tau perkembangan kehamilan,5,2022-02-08 15:07:56,"Hallo Mama Mutia dewi eka, terima kasih atas ulasan dan lima bintangnya. Semoga aplikasi Hallobumil dapat bermanfaat sebagai pendamping kehamilan, dan tumbuh kembang Si Kecil nantinya. Sehat selalu :) ^np

",2.1.8,Hallobumil
25987,ab33044e-ffa0-4ca8-a00d-daa2ba441375,Sukaa dng apk ini,5,2021-09-24 11:43:05,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.30,Asian Parent
5069,542caf19-6b05-497a-a84f-6b6549b5d236,"Alhamdulillah setelah tau dan menginstal aplikasi Asiantparent, saya jadi banyak wawasan mengenai tumbuh kembang anak, dan saat hamil dulu saya bisa memantau kehamilan saya apa2 saja yang disukai dan tidak disukai janin",5,2024-01-22 10:14:38,"Hai, Parent Nova Mustika! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.13.5,Asian Parent
36364,0ea93e3d-606b-4c8c-a364-3f356c41c532,Sangat bermanfaat sekali apl ini.. Ap lagi utk mom yg baru memiliki anak seperti saya. Thanks,5,2021-01-12 08:35:09,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",2.8.1,Asian Parent
8690,26bc7422-6486-438f-8d33-24a81237c1fa,Cukup membantu untuk memantau perkembangan si kecik,5,2023-01-22 18:14:56,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.12.18,Asian Parent
67586,93d7853b-85f8-4703-8af5-83aefe18ded9,good,5,2020-04-17 21:45:31,"Hi Norhayati! Thank you for your positive feedback. We really appreciate it! ❤️ We hope our app features will help you and your family in many ways. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊 Thank you! Please give us 5⭐ya!",2.6.2,Asian Parent
52020,09fad156-eed0-40f3-82b0-35f87a7d5fd7,Suka bgt aplikasinya,5,2019-07-10 12:36:24,"Halo, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.1,Asian Parent
6717,56acfa1f-58a7-4814-beee-33af810f5a54,"Aplikasi ini Sangat membantu untuk memantau perkembangan janin di dlm kandungan,fitur nya juga lengkap,",5,2023-07-27 09:59:02,"Halo, Parent Ena Syahputri! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi dari mulai perkembangan janin, masalah ibu hamil dan pertumbuhan anak. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur pemantau kehamilan, cari nama bayi, resep dll.) dengan baik ya.😊",2.12.29,Asian Parent
5034,39e1f625-40f7-486e-a50c-c8894acf8d35,aplikasi terbaik dan berguna banget buat mama dan calon mama muda,5,2024-01-22 22:33:13,"Hai, Parent Nass Rudt! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.13.5,Asian Parent
19801,77654509-1f3a-4081-8ce0-39bb7bb9c85b,"Bagus banget aplikasinya sangat, sangat membantu parents dalam memberikan informasi seputar kehamilan, persalinan, mengurus bayi dan ada giveaway nya juga serta bisa mendapatkan koin banyak saat memberikan folling menambah infomasi juga ya bun... Paling the best memang, makin- makin di tingkat kan lagi dalam aplikasinya🥰",5,2022-01-13 21:59:40,"Halo, Bunda. Terima kasih atas review positifnya. Kami senang Bunda bisa mendapatkan manfaat positif dari aplikasi ini. Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊
",2.10.7,Asian Parent
14737,a3aacd2f-0e40-4c2b-91f1-d4884fa1aa06,Luar biasa,5,2022-05-20 02:02:51,"Halo Bunda parman ozf Channel, kami sangat senang mendengar ulasan positif dari Anda ❤️ Gunakan aplikasi theAsianparent untuk mendapatkan informasi seputar kehamilan, tips pernikahan, rekomendasi makanan anak, gizi balita serta informasi terkait kehamilan dan parenting lainnya 😊
",2.11.3,Asian Parent
56347,2d602df9-6f5c-497d-ae39-6e1b43c1cb04,I was so thankful with this app because it gives me a lot of information how to be an effective mother.,5,2024-05-02 15:04:11,"Hi,Noelyn! Thank you for your positive feedback. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",3.0.6,Asian Parent
88812,c4a95e7b-6c9a-4f93-aec3-63fe849ee4a3,"bermanfaat banget, tapi kenapa sekarang eror 😖 udh 2 minggu nginstal eh eror sekarang",5,2018-03-23 06:23:11,,,Teman Bumil
59963,4cd66bc7-6993-4fd0-b48d-cfc8ec3dbcb0,Very good,5,2022-04-09 07:38:47,,2.10.15,Asian Parent
17814,0e0d6b33-6811-4ee6-ab14-bf07bdc44757,Apk yg menarik.,5,2022-02-17 10:21:04,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.10,Asian Parent
33423,3a9bcfbd-d578-4aac-9cfe-76ebac315177,❤️❤️❤️❤️,5,2021-03-24 12:09:21,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",2.9.0,Asian Parent
27819,e0779b55-7b57-42a4-b964-29780f91b811,Aku sangat menyukai aplikasi ini banyak yg aku tidak tahu.jadi tau,5,2021-08-10 18:50:50,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",,Asian Parent
8959,ea7fe092-08c5-4127-b6bc-0bc75222401e,Mantap,5,2023-01-05 21:08:49,"Hai, Parent Aisyah Alwi! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.12.18,Asian Parent
30919,8e485726-0dbc-4c25-9dc7-abaaa835c479,Good,5,2021-05-02 15:33:51,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.15,Asian Parent
9456,cabe4625-025c-4acc-965f-d0ac590f2966,Aplikas yang sangat bagus memberikan informasi Yaang sanga berguna untuk sekarang dan masa depan,5,2022-11-20 18:10:55,"Halo, Parent Siti Nurbaity! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi seputar kehamilan, pregnancy, perkembangan janin, bayi dan parenting di aplikasi ini. Jangan lupa juga cek fitur resep kami untuk mengetahui resep makanan terbaik untuk ibu hamill, ibu menyusui dan anak bayi 😊",2.12.12,Asian Parent
50384,328f2696-b5c4-4fee-ba75-19154d086a62,cukup bagus,4,2019-09-24 19:25:10,"Halo, Parent! Terima kasih atas review positifnya. Jika Anda menyukai aplikasi ini, boleh dong dikasih bintang 5 sekalian? Ehehe. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami ya. 😊",2.3.2,Asian Parent
94836,c4e9f5ac-86a4-4ec5-a76a-7efcd63b6b69,Bangga banget Indo punya app sekeren ini! Ibu2 punya balita mesti download!!! Gratis dan no iklan! Tampilan sistematis mudah di mengerti. Dulu anak pertama belom ada app ini dan repot tiap track bobo n nyusunya. Belom lagi track KMSnya. Skr gampil dongg😍 Saran aja barangkali bisa tambah fitur contraction timer?? Biar satu pintu klo mau brojol. Haha,5,2024-04-21 21:38:09,"Hi Bunda Diah, terima kasih ulasannya. Senang mendengar Bunda terbantu dengan berbagai fitur yang ada dengan mudah dan gratis. Mulai dari tumbuh, kembang dan tracker. Terima kasih atas masukan Bunda juga semoga kami dapat terus mengembangkan aplikasi dan menjadi Ahlinya Kebutuhan si Kecil ya❤",2.19.1,Teman Bumil
58740,eb95d97c-60ae-430a-a50f-385a1d80f702,terbaik,5,2022-10-17 16:38:40,"Hai Amirah Fatin! Terima kasih di atas review yang positif. ❤ Kami sangat menghargainya. Semoga semua ciri-ciri dalam aplikasi theAsianparent dapat memberi manfaat kepada anda, bayi dan keluarga! Oh ya, jangan lupa ajak sekali rakan anda untuk sama-sama aktif dalam aplikasi ini ya? 😊",2.12.7,Asian Parent
10239,cc9db005-aa21-4595-ab60-2c0116150679,Saya sangat senang sekali dengan aplikasi in,5,2022-10-22 20:16:27,"Hai, Parent firda Lis! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.12.3,Asian Parent
34194,cd35aae6-3a67-4a20-8f76-5fcf3934afd0,Baguuuuuuuuùs,5,2021-03-09 07:56:02,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.0,Asian Parent
81945,57c910ce-9b0d-491e-9574-46b600167b71,"Aplikasi yang menarik untuk ibu dalam menemani tumbuh kembang janin dan balita, fiturnya juga bagus-bagus bisa membah wawasan, semoga kedepannya makin menarik",5,2022-09-22 13:24:52,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran giveaway menarik dari Teman Bumil, terima kasih Mums:)",2.15.1,Teman Bumil
59576,f74bb899-7f02-4b83-9749-7560ea2a65c7,Sobrang helpful esp. sa mga ftm,5,2022-06-02 20:09:01,,2.11.4,Asian Parent
2522,3e30ce49-f77c-49ef-8d13-29f82aa83342,Sangat berguna karena dapat melihat berbagai informasi seputar bayi dan anak,5,2024-05-09 17:35:45,"Halo Bunda! Terima kasih atas ratingnya, ya! Semoga Bunda bisa terus menggunakan aplikasi kami dan tergabung dalam komunitas kami dengan nyaman 😊",3.0.6,Asian Parent
18893,8d4ad549-1b6e-4e10-8578-b3da9deff74e,Sangat membatu dan bermanfaat sekali aplikasinya,5,2022-02-01 21:34:01,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊
",2.10.7,Asian Parent
36341,0bdadd63-1977-4c21-85f7-40ba4add60f3,Bgus bgt aplikasinya,5,2021-01-12 17:23:18,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",2.8.2,Asian Parent
30884,ebff43ef-646b-4a47-9aaa-c06dbe498304,Good,5,2021-05-03 14:40:42,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.5,Asian Parent
47263,1435a85a-7277-4bf8-941c-f8334f4c2eb9,Good,5,2020-01-03 07:35:27,"Hi, Bunda Yunita! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.6,Asian Parent
