,reviewId,content,score,at,replyContent,appVersion,application
64469,b176234b-3dbc-45dd-8ada-54b0d748ccbe,Super helpfull on tracking your pregnancy up to your todller baby 😊,5,2021-02-13 23:45:31,"Hi, Parent! Thank you for your positive feedback. We are happy that you find our app helpful as you navigate the exciting world of parenting! Because parenting is much more fun with friends, do invite them to join theAsianparent app community too!",2.8.4,Asian Parent
32410,c4832596-53f9-4bc8-8fdf-b0ca5070c7aa,Sangat membantu,5,2021-04-06 19:16:43,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",,Asian Parent
68342,593ef5bf-b57d-44c3-baa7-4ea4dd623c14,Nice app,5,2020-02-16 09:02:22,"Hi, Parent! Thank you for your positive feedback. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.4.2,Asian Parent
76271,f527ab79-f499-47a2-8532-f2a972357264,sangat berguna untuk ibu hamil,3,2019-05-11 17:06:16,"Dear Ayah Alan Aditya, terima kasih atas ulasannya. Semoga aplikasi Hallobumil dapat terus bermanfaat sebagai pendamping kehamilan. Salam hangat :) ^in",1.20,Hallobumil
47895,4d339900-538b-4d23-8b0c-0a6796c6bd17,Keren,5,2019-12-11 06:21:18,"Hi, Bunda Danang! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.6,Asian Parent
61235,7c0d305d-3a82-4966-8815-04153714c4b9,awsome,4,2021-11-29 19:50:29,,2.10.3,Asian Parent
47623,4aae2f8f-2742-40a6-88e8-be8bf0277120,Apk yang sangat bagus...😘😘😘,5,2019-12-19 15:27:12,"Hi, Bunda Suci! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.9,Asian Parent
58060,3333aedb-452c-4393-a43a-69e73d030db9,App yg terbaik✌️,5,2023-02-24 22:19:11,,2.12.20,Asian Parent
75621,881fc7b0-ff1d-4679-a240-faef593acea3,Kenapa kok udh di download teros mauk malahan keluar sendiri gtuu,3,2019-09-20 06:56:21,"Dear Mama Dewi Sartika, mohon maaf atas ketidaknyamanan. Mengenai kendala ini sudah dalam proses pengecekan oleh pihak terkait kami. Mohon dapat dinantikan update versi terbarunya ^in",,Hallobumil
88294,1f7b3df9-237a-412f-833a-688a07d3a31b,"isinya bermanfaat tp sayang sering banget pembaruan, keganggu setiap mau buka harus update dulu",1,2019-01-18 23:28:39,,1.8.1,Teman Bumil
81093,97cda8e6-157f-487d-8cb8-7c9f248166a0,Sangat membantu,5,2023-02-26 07:59:56,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih Mums:)",2.18.6,Teman Bumil
68746,b780cb14-f93a-4f62-87ac-9f36215ba2b6,Usefull,5,2019-12-29 15:50:58,"Hi, Althea! Thank you for your positive feedback. We are happy that you find this app is helpful for you. We hope that our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.6,Asian Parent
27647,4ae6b206-a50e-45f3-93a4-0eb0f01fb70e,Mantap,5,2021-08-13 13:14:54,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.21,Asian Parent
31294,91b5d1e1-4c5e-4ca0-a23d-3223790c9ac3,👍👍👍,5,2021-04-24 12:43:40,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",2.9.4,Asian Parent
61503,d39f9d57-5a22-4fa7-92b2-2b7d09e1cbd1,Helpful and reliable.. ♥️♥️♥️,5,2021-11-02 02:54:51,,2.9.27,Asian Parent
23175,cd970fa6-6e20-47eb-9fa5-8cc450b0356d,Mantap bisa tahu seputar kehamilan,5,2021-11-16 11:15:15,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.3,Asian Parent
21710,edce1c1f-6cd6-4e94-8f3b-2d681eb23a96,mudah dipahami..the best deh bt aplikasi ni,5,2021-12-07 11:53:03,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.1,Asian Parent
50864,cd9429f7-a128-4f5e-b4f0-d86e4825c8a5,Suka,5,2019-09-06 08:13:27,"Hi, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.1,Asian Parent
40417,92367785-6e88-4379-a1a6-faec99556bc3,"Aplikasi bagus , gk banyak iklan , good lah pokoknya",5,2020-10-06 14:05:53,"Hai, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.11,Asian Parent
9983,db50f1ca-402b-4703-9426-eb6cf534edce,"Terimakasih Asianparent ,berkat aplikasi ini saya bisa melihat perkembangan bayi ,dan sangatt berguna bgt aplikasi ini .",5,2022-10-26 21:39:27,"Halo, Parent Siti Fadilah20! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi dari mulai perkembangan janin, masalah ibu hamil dan pertumbuhan anak. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur pemantau kehamilan, cari nama bayi, resep dll.) dengan baik ya.😊",2.12.11,Asian Parent
40881,d5e6d6af-160a-4580-a550-e305c88f2531,Banyak info menarik di sini..👍 Dari hamil sampe sekarang dd udh 3bulan jdi thu perkembangan tentang anak...,5,2020-09-29 01:54:20,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi akurat dalam membantu perkembangan dan pertumbuhan si kecil. Semoga Anda dapat menggunakan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.11,Asian Parent
80732,d35ebecd-34c0-43ea-9842-7b9ba991a600,"Bismillah.. Alhamdulillah aku nemu akun yang membantu sekali selama masa kehamilan ini, udah join juga group WA nya. Terima kasih yaa teman bumil, semoga apa yang kalian kerjakan untuk membantu para bumil dan orang tua diluar sana, menjadi pahala yang tidak pernah terputus. Aamiin. Sukses selalu ❤❤❤❤ Btw aku jg dah rekomendasiin ke temen aku min! 😗",5,2023-08-11 19:06:08,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif karena banyak penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih:)

",2.19.7,Teman Bumil
21939,8c7d17ee-58a9-4416-8fbf-f50e9a0fd4f8,Siip,4,2021-12-02 08:25:06,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊",2.10.5,Asian Parent
82158,5696fd80-c9ad-45a5-a398-89bc8fd8ca93,Bagus banget & sangat membantu sekali buat saya yang sedang hamil muda.. 🥳🥰,5,2022-09-19 13:04:00,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran giveaway menarik dari Teman Bumil, terima kasih Mums:)",2.15.1,Teman Bumil
86715,c68ad47d-a5be-482a-b5a3-73cbdec92716,So happy,5,2019-09-14 21:05:40,"Hi Mums Mei Liana Ayu Budi Kusuma!
Terima kasih telah menyukai aplikasi Teman Bumil. Apabila Mums mempunyai pertanyaan atau feedback seputar Teman Bumil, bisa dikirimkan ke info@temanbumil.com :)",1.9.1,Teman Bumil
83641,668f7e7d-0d57-42c6-9446-39b5ac7b9cb8,App ini sangat membantu saya jadi banyak pengetahuan yg sangat penting untuk bumil pertama seperti saya..,5,2022-01-17 18:46:19,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih ya Mums:)",2.8.1,Teman Bumil
2330,1cf6567d-7c97-4489-a34b-13b321908741,Sangat puas dengan info perkembangan bayi bagi kami yg ini menjadi anak pertama tentunya kami sangat membutuhkan edukasi perkembangan anak kami❤❤,5,2024-05-19 13:31:25,"Halo Bunda! Terima kasih atas ratingnya, ya! Semoga Bunda bisa terus menggunakan aplikasi kami dan tergabung dalam komunitas kami dengan nyaman 😊",3.0.6,Asian Parent
41886,0864970e-f716-45a7-a43e-4d39d50db5cf,Bisa memantau perkembangan bayiku🥰,5,2020-08-21 16:04:18,"Halo, Bunda. Terima kasih atas review positifnya. Kami senang Bunda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Bunda untuk bergabung di komunitas kami. 😊",2.7.7,Asian Parent
17703,c2f514b1-9f3e-4aa0-8aa0-efa7df1b3c87,Gooodddd,5,2022-02-18 23:29:56,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.7,Asian Parent
34744,99d88d3f-c8d6-4021-9dae-7cf512ec326a,Lebih gampang dengan aplikasi ini,5,2021-02-21 18:33:06,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.0,Asian Parent
14561,e0c6b84e-dcbf-4b16-a63a-8ca7a2b83dc9,Sangat membantu,5,2022-05-24 17:44:48,"Halo Parent bebiluck purwokerto, kami sangat senang mendengar ulasan positif dari Anda ❤️ Gunakan aplikasi theAsianparent untuk mendapatkan informasi seputar kehamilan, tips pernikahan, rekomendasi makanan anak, gizi balita serta informasi terkait kehamilan dan parenting lainnya 😊
",2.11.3,Asian Parent
5069,87712a63-1ab5-461a-96fb-9646e023ea77,"Aplikasi yg sangat lengkap, fitur pantau kehamilan, ada forum buat saling ngobrol sesama mom bisa menanyakan apa aja, curhat juga bisa, cek aktivitas do and dont selama hamil menyusui paska melahirkan juga bayi, ada resep masakan dan banyak kontes bisa dpt hadiah. Apalagi bisa kumpul koin buat vocer belanjaaa. Sangat membantu new mom spt aku. Mantap pertahankan",5,2024-01-20 08:21:02,"Hai, Parent Yulisa Dinda Nirmala! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.13.5,Asian Parent
84856,4a72e4f0-b400-4733-9aff-dccf00da179f,Ini aplikasinya gimana sih ? Nelpon tpi gk kasih nmr otp nyaaa,1,2020-12-25 18:04:44,"Hi Mums,
Mohon maaf Mums, silakan dicoba kembali langkah untuk Login Teman Bumil berikut :
1. Masukan No. HP, 2. Masukan kode otpm/4 digit terakhir dari nomor missed call, Apabila tidak terima missed call, klik miss call ulang setelah hitungan 30 detik. 3. Mums bisa login sesuai dengan login akun Mums, dari FB/Gmail/email",2.0.10,Teman Bumil
48377,28995447-b8cb-4975-8043-98395dab6826,Bagus,5,2019-11-27 08:56:57,"Hi, Parent! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.1,Asian Parent
77818,2541364c-8872-4317-b761-fc79bb219d0c,Sangat membantu,5,2017-10-27 08:23:23,,,Hallobumil
60827,3adbeb60-c689-4958-ba33-5ce6578c6bdc,happy to used thid app,5,2021-12-29 03:10:11,,,Asian Parent
77053,d9110583-c3f4-4472-ad9c-f679e2380173,tolong saya g bs login pake fb ataupun email tetap eror,2,2019-01-29 19:09:41,"Dear Bunda Silvia Rosalina, mohon maaf atas ketidaknyamanannya. Hal ini dikarenakan antusias dari pengguna yang cukup tinggi untuk mengakses aplikasi Hallobumil. Silakan dicoba kembali dan mohon dapat dipastikan koneksi/jaringan stabil dan aplikasi sudah diupdate dengan versi terbaru. Salam hangat :) ^in",1.16,Hallobumil
73361,dea6f404-efb6-4f86-b779-a2295c3be4a6,Membantu,5,2021-11-03 09:13:49,"Hallo Mama siti sundari, terima kasih atas ulasan dan lima bintangnya. Semoga aplikasi Hallobumil dapat bermanfaat sebagai pendamping kehamilan, dan tumbuh kembang Si Kecil nantinya. Sehat selalu :) ^np

",2.1.8,Hallobumil
10774,540ceb16-faaa-4d5a-b8d0-fd0f059ef0a5,aplikasi yg bagus bgt,5,2022-09-28 16:15:44,"Hai, Parent Nurul Khotimah! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.12.7,Asian Parent
60451,69f793e4-1c3b-4d65-8e92-8f97f65913a5,i enjoy it😍,5,2022-01-29 17:01:13,,2.10.7,Asian Parent
48209,6cd53d15-2ce9-4b46-a4b1-270058da34d2,Sangat bermanfaat,5,2019-12-01 07:59:51,"Hi, Bunda Maya! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Bunda untuk bergabung di komunitas kami. 😊",2.3.2,Asian Parent
48992,85255dd1-5663-4583-b171-a362566df6ce,Sangat membantu,5,2019-11-12 20:27:11,"Hi, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.2,Asian Parent
75372,f8c2692c-75b4-4619-aff0-52d8e2e2007c,sangat membantu untuk perkembangan janin saya selama kehamilan saya..😍😍🙏,5,2020-01-05 08:03:38,Terima kasih Mama Intan Intun untuk ulasan dan lima bintangnya. Semoga aplikasi Hallobumil dapat terus bermanfaat dalam mendampingi kehamilan Mama dan tumbuh kembang si Kecil. Salam hangat untuk Mama dan keluarga :) ^np,1.24.5,Hallobumil
47642,7c5b833e-8848-4e13-8d4c-d567773553cd,Bagus,5,2019-12-19 02:06:54,"Hi, Bunda Ayu! Terima kasih atas review positifnya. Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.3.6,Asian Parent
41714,6f06f0c6-3656-40e4-a1c1-28f2484ab22e,Aplikasi nya sangat membantu,5,2020-08-30 21:26:59,"Halo, Parent. Terima kasih atas review positifnya. Kami senang dapat memberikan wadah diskusi untuk Anda dengan orangtua lainnya. Semoga Anda dapat menggunakan semua fitur dalam aplikasi dengan baik ya! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami juga. 😊",2.7.8,Asian Parent
40188,ba726cfc-5e2f-4b79-9500-7a0f001a17f1,"Terbaik untuk istriky yang sedang melahirkan, informasi dan komunitas nya juga solid",5,2020-10-11 21:11:50,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.11,Asian Parent
72681,49ea4a76-0bf6-49c7-88c0-ff72696bf037,Kenapa kalo appnya dibuka selalu try again ya,5,2022-08-03 06:04:30,"Hai Mama Rizky Pky, mohon maaf atas ketidaknyamanannya. Mengenai kendala tersebut, silakan dicoba untuk clear cache atau klik aplikasi cleanup/pembersih yang biasanya tersedia di semua tipe HP Android&login kembali menggunakan email. Jika masih terjadi kendala mohon mengirimkan bukti kendala melalui email hallobumil@gmail.com :) ^np",,Hallobumil
56007,ab4c06f1-9be1-474c-b8a7-ea20d8e48490,best app ❤️❤️❤️❤️,5,2024-11-14 12:31:35,"Hi Ifatinnn! Your glowing review warms our heart - we really appreciate it ❤️ We hope you continue to find our app useful as we accompany you on your parenting journey. We promise to keep improving your experience, too. Don't forget to invite your friends to join theAsianparent app community! 😊",3.0.13,Asian Parent
23917,af321875-8d73-4d54-bb06-35bfe249c2ed,"Alhamdulilah dari awal hamil sampai skrg babyku umur 6bln udh pake aplikasi ini ,sangat membantu untuk melihat tumbuh kembang anak ,dan segala informasi lainnya ..banyak ilmu pengetahuan yg saya dapat untuk new mom seperti saya ,dan juga real bgt sama perkembangan babyku ,jadi aku bisa pantau trus lwat sini ..keren deh pokonya🥰",5,2021-11-06 13:24:35,"Hai, Parent! Terima kasih atas review positifnya ❤️ Jangan lupa beritahu teman Anda untuk bergabung di aplikasi theAsianparent. 😊 Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.1,Asian Parent
12510,28ff8c56-9d47-490c-8a30-8a04eca97b9a,Suakbangat sama aplikasi nya udah pake dari sejak awal program hamil,5,2022-08-13 13:36:46,"Hai, Parent Wo Yos PEMIKAT! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.11.7,Asian Parent
17510,25112301-cd69-4f97-9cd7-ebcd4371625d,Bagus bgt,5,2022-02-23 01:22:57,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.9.28,Asian Parent
1857,40d0f316-4609-4d75-9664-f2c517ae7610,"Good app,for my pregnant diary,i know how check week by week my pregnancy.",5,2021-11-01 13:18:47,"Hi Iful, thank you for using Diary Bunda. We hope we can continually support you throughout your pregnancy journey. We will continue to develop our app to ensure you always have a delightful experience 😊",3.0.9,Diary Bunda
9830,c74c9db1-4230-4f07-8bf1-dc2db83c139a,"Berkat aplikasi ini saya bisa memantau tumbuh kembang anak saya,terima kasih asianparent👏🏼👏🏼👏🏼",5,2022-11-07 14:14:44,"Halo, Parent Nuril Latifah! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi dari mulai perkembangan janin, masalah ibu hamil dan pertumbuhan anak. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur pemantau kehamilan, cari nama bayi, resep dll.) dengan baik ya.😊",2.12.7,Asian Parent
83835,16eeabc2-ef89-4bef-89ba-8acedc898381,Bagus,4,2021-10-25 21:28:52,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih ya Mums :)",,Teman Bumil
42618,be9539f0-3a7d-43f9-92ea-32520f718094,Sangat baik,5,2020-07-13 21:44:19,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.1,Asian Parent
52447,4080c745-102f-48bb-bd80-c6c281ebdedf,sangat membantu,5,2019-06-20 21:43:24,"Hi, Bunda! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Bunda memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Bunda untuk bergabung di komunitas kami. 😊",2.3.1,Asian Parent
12293,6a9c55c5-11e5-45da-8b98-9f2dc3c2a53d,Apk bagus dan membantu bumil,5,2022-08-22 15:50:31,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.11.9,Asian Parent
71099,eed22240-8c9a-4d41-9276-8894098485fe,super helpful sa especially sa new moms like me,5,2019-05-04 14:19:46,"Hi, Judy! Thank you for your positive feedback. We are happy that you find this app is helpful for you. We hope that our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.2.9,Asian Parent
62590,b50206b5-0b73-494e-ae04-89e5c0eff599,Its really nice .. im everyday excited by looking at it .. updating my babies progress everyday ..,5,2021-06-27 19:57:32,"Hi, Parent! Thank you for your positive feedback. We are happy that you're getting accurate information about your baby's growth and development from our app. We hope you continue to find our app useful. Don’t forget to invite your friends to join theAsianparent app community too! 😊",2.9.13,Asian Parent
11582,0c5f88fe-454b-4f67-bddd-88c44f568ced,Sangat bermanfaat,5,2022-09-14 17:42:14,"Hai, Parent Gede Juni! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.11.7,Asian Parent
29823,b1467b44-658a-4b3b-b50c-0ff52c8a145f,Bagus dan sangat bermanfaat,5,2021-06-05 10:20:43,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.8,Asian Parent
74808,8f0f2f49-33c8-4830-8ca7-e2c3185e8cee,Sudah di upgrade tapi ga bisa log in.,1,2020-10-01 10:45:59,"Dear Mama ayu novitasari, kami mohon maaf atas ketidaknyamanannya. Jika masih terjadi kendala, mohon dapat informasikan screenshot kendalanya, email yang terdaftar, nama lengkap, nomor telepon, tanggal lahir Mama, dan fase/minggu kehamilan melalui email hallobumil@gmail.com :) ^np",,Hallobumil
82280,9b7dec21-abdc-4a70-9daf-65be563054df,Sangat membantu dan mengedukasi sekali terutama bumil yg baru2 mengalami kehamilan pertama tingkatkan terus🤗,5,2022-09-17 06:07:14,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran giveaway menarik dari Teman Bumil, terima kasih Mums:)",2.15.1,Teman Bumil
24135,47dd815c-6070-40e4-8022-e6c232832553,Aplikasi sangat membantu dan banyak permainan musik anak dan informasi banyak banget ada kuisnya juga semoga aku bisa menang. AamiinYa allah,5,2021-11-03 11:56:15,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊
",2.9.26,Asian Parent
62375,12bb49d5-3445-4dad-8aef-d2a3e20db0b1,Nice apps that can help me to provide useful info about pregnancy and to track my pregnancy journey. But sometime abit lagging..overal i love the apps.,4,2021-07-24 08:25:01,"Hi there, thanks for your support - we truly appreciate it. Please encourage us further with a 5★ review! We would love to see your friends on the app, too, so don't forget to invite them to join theAsianparent app community! 😊",2.9.19,Asian Parent
84422,2b5a2000-9cc7-4e82-be6a-274d9ca7a498,Aplikasi nya bagus dan lengkap,5,2021-06-04 01:50:47,"Hi Mums, kami masih terus mengembangkan app Teman Bumil agar semakin mempermudah Mums dalam memperoleh informasi. Apabila bersedia, kami ingin mengetahui saran dari Mums lebih lanjut, silakan email ke info@temanbumil.com berisi alamat email terdaftar di Teman Bumil, No. WA, subject email ""Review App Teman Bumil"" untuk kami hubungi, terima kasih :)",2.3.0,Teman Bumil
51366,91113977-02e4-461d-ac08-f2c4f6fe2f75,Sukaaaaa,5,2019-08-21 17:03:46,"Hi, Parent! Thank you for your positive feedback. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",2.3.1,Asian Parent
26251,2ba8fe0e-2606-4b3e-99f2-b124f5e651a3,Sangat membantu,5,2021-09-17 09:24:32,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.28,Asian Parent
85143,787266d9-b7e9-482c-9dd7-02d29f37c050,"Mantan, pokoknya puas banget dengan app ini. Recomend banget deh untuk para bumil dan mamud.",5,2020-10-16 21:56:29,"Hi Mums, Terima kasih telah menyukai dan menggunakan aplikasi Teman Bumil. Silakan update versi terbaru Teman Bumi ya Mums dan jangan lupa share pengalaman Mums di Instagram Mums dan follow terus IG @temanbumil. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil ya Mums,. Terima kasih :)",1.10.4,Teman Bumil
